'00' Pizza flour,0.4902996745424574
All-Purpose flour,0.5072065598715076
Almond flour,0.4057652478972061
Amaranth flour,0.4353522972230441
Barley flour,0.3592713132423179
Bread flour,0.5072065598715076
Brown rice flour,0.5410203305296082
Buckwheat flour,0.5072065598715076
Chickpea flour,0.3592713132423179
Coconut flour,0.5410203305296082
"Corn flour, Masa Harina",0.3930850839004184
Durum flour,0.5241134452005579
Gluten-Free '00' Pizza flour,0.4226721332262564
Gluten-Free All-Purpose flour,0.65936852783296
Gluten-Free Bread flour,0.5072065598715076
Gluten-Free Measure for Measure flour,0.5072065598715076
Glutinous rice flour,0.5072065598715076
Hazelnut flour,0.3761781985713682
High-Gluten flour,0.5072065598715076
Oat flour,0.3888583625681558
Pastry flour,0.4480324612198317
Pumpernickel flour,0.4480324612198317
Quinoa flour,0.464939346548882
Rye flour,0.464939346548882
Self-rising flour,0.4776195105456697
Semolina flour,0.688955577158798
Sorghum flour,0.5832875438522338
Spelt flour,0.4184454118939938
Tapioca starch or flour,0.4776195105456697
Unbleached cake flour,0.5072065598715076
White Rye flour,0.4480324612198317
White whole wheat flour,0.4776195105456697
Whole grain flour,0.4776195105456697
Whole wheat flour,0.4776195105456697
Whole wheat pastry flour,0.4057652478972061
'00' Pizza flour,0.4902996745424574
All-Purpose flour,0.5072065598715076
Almond flour,0.4057652478972061
Amaranth flour,0.4353522972230441
Barley flour,0.3592713132423179
Bread flour,0.5072065598715076
Brown rice flour,0.5410203305296082
Buckwheat flour,0.5072065598715076
Chickpea flour,0.3592713132423179
Coconut flour,0.5410203305296082
"Corn flour, Masa Harina",0.3930850839004184
Durum flour,0.5241134452005579
Gluten-Free '00' Pizza flour,0.4226721332262564
Gluten-Free All-Purpose flour,0.65936852783296
Gluten-Free Bread flour,0.5072065598715076
Gluten-Free Measure for Measure flour,0.5072065598715076
Glutinous rice flour,0.5072065598715076
Hazelnut flour,0.3761781985713682
High-Gluten flour,0.5072065598715076
Oat flour,0.3888583625681558
Pastry flour,0.4480324612198317
Pumpernickel flour,0.4480324612198317
Quinoa flour,0.464939346548882
Rye flour,0.464939346548882
Self-rising flour,0.4776195105456697
Semolina flour,0.688955577158798
Sorghum flour,0.5832875438522338
Spelt flour,0.4184454118939938
Tapioca starch or flour,0.4776195105456697
Unbleached cake flour,0.5072065598715076
White Rye flour,0.4480324612198317
White whole wheat flour,0.4776195105456697
Whole grain flour,0.4776195105456697
Whole wheat flour,0.4776195105456697
Whole wheat pastry flour,0.4057652478972061
Honey,1.4198782961460448
"Sugar, Brown, packed",0.900291643771926
"Sugar, Confectioners', unsifted",0.479732871211801
"Sugar, Demerara, raw",0.929878693097764
"Sugar, Golden, raw",0.9932795130817024
"Sugar, Maple",0.6762754131620102
"Sugar, Turbinado, raw",0.7608098398072615
"Sugar, White, granulated",0.8368908237879876
Almond meal,0.3550445919100554
Almond paste,1.094720825056004
"Almonds, whole, unblanched",0.6001944291812841
"Apples, dried, diced",0.3592713132423179
"Apples, peeled, sliced",0.4776195105456697
Applesauce,1.0778139397269535
Baking powder,0.8113590263691685
"Bananas, raw, mashed",0.959465742423602
"Barley, cooked",0.9087450864364512
Barley malt syrup,1.4198782961460448
Basil pesto,0.9465855307640298
"Bell peppers, fresh, diced",0.6001944291812841
"Blueberries, dried",0.65936852783296
"Blueberries, fresh",0.7608098398072615
"Blueberries, frozen",0.6340081998393846
Blueberry juice,1.018639841075278
Bran cereal,0.2536032799357538
"Bread crumbs, Japanese Panko",0.2113360666131282
"Brown rice, cooked",0.7185426264846358
"Buckwheat, whole, cooked",0.7185426264846358
Bulgur,0.6424616425039097
Buttermilk,0.959465742423602
Buttermilk powder,0.6085192697768763
Cacao nibs,0.5072065598715076
Caraway seeds,0.6085192697768763
"Carrots, diced",0.6001944291812841
"Carrots, grated",0.4184454118939938
"Cashews, chopped",0.4776195105456697
"Cashews, whole",0.4776195105456697
"Celery, diced",0.6001944291812841
"Cheese, grated, semi-soft (e.g. Mozzarella, Emmental, Cheddar)",0.4776195105456697
"Cheese, creamy (e.g. Ricotta)",0.959465742423602
"Cherries, frozen, pits removed",0.4776195105456697
"Chocolate, chopped",0.7185426264846358
Chocolate chips,0.7185426264846358
Chocolate chunks,0.7185426264846358
"Coconut, sweetened, shredded",0.3592713132423179
"Coconut, toasted",0.3592713132423179
"Coconut, unsweetened, desiccated",0.3592713132423179
"Coconut, unsweetened, large flakes",0.2536032799357538
"Coconut, unsweetened, shredded",0.2240162306099158
"Coconut cream, unsweetened",1.200388858362568
"Coconut milk, canned, shaken",1.018639841075278
"Coconut milk, evaporated",1.0228665624075404
"Cornmeal, whole",0.5832875438522338
"Cornmeal, yellow",0.65936852783296
Cracked wheat,0.629781478507122
